student_id,grade,attestation
794,0,notpassing
796,48,notpassing
799,87,generating
802,93,generating
803,0,notpassing
804,0,notpassing
805,0,notpassing
806,0,notpassing
808,12,notpassing
811,3,notpassing
812,0,notpassing
814,0,notpassing
817,0,notpassing
818,10,notpassing
819,90,generating
822,0,notpassing
823,3,notpassing
831,5,notpassing
840,4,notpassing
842,87,generating
847,0,notpassing
848,91,generating
849,0,notpassing
850,0,notpassing
854,0,notpassing
855,0,notpassing
860,58,notpassing
862,5,notpassing
863,84,generating
864,4,notpassing
867,0,notpassing
869,3,notpassing
870,70,generating
871,0,notpassing
872,84,generating
877,0,notpassing
878,93,generating
879,0,notpassing
881,0,notpassing
882,0,notpassing
883,3,notpassing
885,0,notpassing
887,0,notpassing
890,0,notpassing
892,0,notpassing
895,0,notpassing
901,0,notpassing
910,0,notpassing
915,0,notpassing
918,0,notpassing
921,69,generating
923,0,notpassing
925,0,notpassing
928,14,notpassing
929,0,notpassing
931,0,notpassing
932,5,notpassing
936,6,notpassing
940,0,notpassing
941,0,notpassing
942,0,notpassing
948,0,notpassing
950,0,notpassing
958,79,generating
965,10,notpassing
971,0,notpassing
977,0,notpassing
981,82,generating
983,0,notpassing
984,90,generating
986,0,notpassing
990,0,notpassing
996,0,notpassing
1000,0,notpassing
1004,0,notpassing
1008,0,notpassing
1010,0,notpassing
1015,15,notpassing
1016,0,notpassing
1025,7,notpassing
1026,94,generating
1029,0,notpassing
1030,0,notpassing
1040,64,generating
1044,79,generating
1045,92,generating
1051,0,notpassing
1052,0,notpassing
1055,0,notpassing
1056,0,notpassing
1060,41,notpassing
1061,3,notpassing
1067,0,notpassing
1072,2,notpassing
1074,0,notpassing
1079,0,notpassing
1080,57,notpassing
1082,7,notpassing
1085,0,notpassing
1087,32,notpassing
1091,0,notpassing
1095,0,notpassing
1096,0,notpassing
1097,0,notpassing
1100,0,notpassing
1104,3,notpassing
1105,21,notpassing
1113,0,notpassing
1117,0,notpassing
1119,0,notpassing
1122,86,generating
1123,0,notpassing
1124,88,generating
1125,91,generating
1126,0,notpassing
1127,0,notpassing
1128,0,notpassing
1132,0,notpassing
1134,0,notpassing
1139,5,notpassing
1142,0,notpassing
1146,84,generating
1152,0,notpassing
1155,86,generating
1157,0,notpassing
1158,0,notpassing
1163,0,notpassing
1164,0,notpassing
1169,0,notpassing
1178,95,generating
1179,0,notpassing
1180,0,notpassing
1188,60,generating
1193,0,notpassing
1194,0,notpassing
1196,88,generating
1197,99,generating
1198,1,notpassing
1201,0,notpassing
1202,0,notpassing
1204,0,notpassing
1205,0,notpassing
1206,94,generating
1207,19,notpassing
1215,18,notpassing
1216,0,notpassing
1217,92,generating
1218,0,notpassing
1230,9,notpassing
1231,0,notpassing
1232,37,notpassing
1242,0,notpassing
1245,89,generating
1247,0,notpassing
1251,0,notpassing
1252,0,notpassing
1253,91,generating
1254,94,generating
1256,0,notpassing
1257,0,notpassing
1266,0,notpassing
1269,0,notpassing
1276,90,generating
1277,86,generating
1280,0,notpassing
1281,3,notpassing
1283,11,notpassing
1284,7,notpassing
1285,3,notpassing
1287,0,notpassing
1292,10,notpassing
1293,0,notpassing
1294,93,generating
1299,0,notpassing
1300,0,notpassing
1302,0,notpassing
1305,93,generating
1306,0,notpassing
1307,7,notpassing
1310,98,generating
1311,0,notpassing
1314,97,generating
1316,0,notpassing
1317,0,notpassing
1320,0,notpassing
1328,12,notpassing
1335,86,generating
1337,0,notpassing
1343,14,notpassing
1347,90,generating
1355,5,notpassing
1358,0,notpassing
1360,0,notpassing
1362,0,notpassing
1366,0,notpassing
1367,0,notpassing
1368,65,generating
1370,0,notpassing
1372,0,notpassing
1374,0,notpassing
1378,0,notpassing
1381,8,notpassing
1382,0,notpassing
1383,26,notpassing
1384,0,notpassing
1386,0,notpassing
1390,0,notpassing
1392,11,notpassing
1393,0,notpassing
1396,96,generating
1397,0,notpassing
1400,62,generating
1409,3,notpassing
1415,0,notpassing
1418,0,notpassing
1420,75,generating
1423,0,notpassing
1425,3,notpassing
1429,0,notpassing
1433,4,notpassing
1435,0,notpassing
1436,3,notpassing
1439,44,notpassing
1441,87,generating
1442,0,notpassing
1443,42,notpassing
1445,21,notpassing
1446,0,notpassing
1448,12,notpassing
1450,0,notpassing
1451,1,notpassing
1454,1,notpassing
1457,3,notpassing
1458,0,notpassing
1459,0,notpassing
1460,0,notpassing
1464,0,notpassing
1465,0,notpassing
1468,92,generating
1469,0,notpassing
1470,5,notpassing
1473,0,notpassing
1474,7,notpassing
1476,0,notpassing
1477,0,notpassing
1478,24,notpassing
1479,0,notpassing
1481,5,notpassing
1482,59,notpassing
1483,0,notpassing
1485,0,notpassing
1486,0,notpassing
1487,0,notpassing
1488,5,notpassing
1490,85,generating
1492,0,notpassing
1496,0,notpassing
1498,20,notpassing
1500,0,notpassing
1501,5,notpassing
1502,87,generating
1505,96,generating
1506,0,notpassing
1507,1,notpassing
1508,3,notpassing
1510,0,notpassing
1511,0,notpassing
1512,0,notpassing
1513,0,notpassing
1514,0,notpassing
1518,73,generating
1519,5,notpassing
1520,0,notpassing
1521,0,notpassing
1522,0,notpassing
1523,0,notpassing
1525,89,generating
1532,0,notpassing
1533,73,generating
1534,0,notpassing
1535,0,notpassing
1537,89,generating
1538,0,notpassing
1539,0,notpassing
1542,0,notpassing
1543,81,generating
1546,0,notpassing
1547,0,notpassing
1548,85,generating
1550,21,notpassing
1551,82,generating
1552,0,notpassing
1553,5,notpassing
1556,0,notpassing
1557,26,notpassing
1558,22,notpassing
1559,93,generating
1562,5,notpassing
1564,0,notpassing
1565,0,notpassing
1567,0,notpassing
1569,3,notpassing
1572,0,notpassing
1573,92,generating
1574,0,notpassing
1575,91,generating
1578,8,notpassing
1579,7,notpassing
1582,0,notpassing
1584,0,notpassing
1585,86,generating
1586,74,generating
1587,0,notpassing
1588,48,notpassing
1589,0,notpassing
1590,92,generating
1592,83,generating
1593,93,generating
1595,0,notpassing
1596,0,notpassing
1597,0,notpassing
1598,87,generating
1600,88,generating
1601,59,notpassing
1602,0,notpassing
1603,90,generating
1605,0,notpassing
1606,0,notpassing
1607,95,generating
1609,0,notpassing
1610,87,generating
1611,0,notpassing
1616,3,notpassing
1619,0,notpassing
1620,0,notpassing
1621,0,notpassing
1625,75,generating
1626,94,generating
1628,4,notpassing
1629,60,generating
1630,0,notpassing
1631,87,generating
1634,0,notpassing
1636,0,notpassing
1638,97,generating
1639,0,notpassing
1644,0,notpassing
1646,0,notpassing
1647,35,notpassing
1648,0,notpassing
1649,0,notpassing
1651,67,generating
1655,0,notpassing
1658,42,notpassing
1659,18,notpassing
1661,0,notpassing
1662,1,notpassing
1663,0,notpassing
1667,42,notpassing
1668,79,generating
1669,93,generating
1670,94,generating
1671,34,notpassing
1673,83,generating
1676,1,notpassing
1677,0,notpassing
1678,16,notpassing
1680,0,notpassing
1681,0,notpassing
1682,10,notpassing
1686,21,notpassing
1687,88,generating
1689,87,generating
1690,21,notpassing
1692,14,notpassing
1693,0,notpassing
1698,1,notpassing
1699,0,notpassing
1700,0,notpassing
1701,86,generating
1702,88,generating
1703,0,notpassing
1704,0,notpassing
1705,98,generating
1707,90,generating
1709,0,notpassing
1711,89,generating
1714,41,notpassing
1716,86,generating
1717,0,notpassing
1718,0,notpassing
1720,0,notpassing
1722,3,notpassing
1724,0,notpassing
1725,0,notpassing
1726,0,notpassing
1727,0,notpassing
1728,0,notpassing
1731,0,notpassing
1733,0,notpassing
1734,35,notpassing
1735,13,notpassing
1737,0,notpassing
1738,0,notpassing
1739,2,notpassing
1740,7,notpassing
1744,0,notpassing
1749,0,notpassing
1753,0,notpassing
1754,54,notpassing
1757,0,notpassing
1758,0,notpassing
1759,0,notpassing
1763,83,generating
1764,0,notpassing
1765,98,generating
1766,0,notpassing
1768,95,generating
1770,75,generating
1771,91,generating
1772,0,notpassing
1773,44,notpassing
1774,25,notpassing
1775,0,notpassing
1776,0,notpassing
1777,42,notpassing
1778,0,notpassing
1780,8,notpassing
1782,84,generating
1787,0,notpassing
1788,76,generating
1789,97,generating
1791,0,notpassing
1792,0,notpassing
1794,0,notpassing
1795,93,generating
1797,96,generating
1798,3,notpassing
1799,96,generating
1800,0,notpassing
1801,0,notpassing
1804,34,notpassing
1806,85,generating
1808,59,notpassing
1812,26,notpassing
1813,0,notpassing
1816,0,notpassing
1817,92,generating
1818,21,notpassing
1820,92,generating
1823,0,notpassing
1824,0,notpassing
1825,86,generating
1826,0,notpassing
1828,0,notpassing
1832,4,notpassing
1833,0,notpassing
1834,5,notpassing
1835,83,generating
1837,0,notpassing
1840,23,notpassing
1844,1,notpassing
1846,0,notpassing
1847,0,notpassing
1848,94,generating
1850,90,generating
1851,4,notpassing
1852,4,notpassing
1853,0,notpassing
1856,0,notpassing
1857,24,notpassing
1859,0,notpassing
1861,82,generating
1862,23,notpassing
1864,0,notpassing
1866,0,notpassing
1868,25,notpassing
1869,0,notpassing
1870,0,notpassing
1871,0,notpassing
1873,0,notpassing
1874,7,notpassing
1876,0,notpassing
1877,0,notpassing
1879,94,generating
1880,0,notpassing
1881,0,notpassing
1887,39,notpassing
1888,90,generating
1890,43,notpassing
1892,91,generating
1893,4,notpassing
1894,91,generating
1895,0,notpassing
1896,0,notpassing
1897,0,notpassing
1899,3,notpassing
1901,95,generating
1905,94,generating
1906,0,notpassing
1911,0,notpassing
1912,3,notpassing
1915,96,generating
1918,8,notpassing
1920,83,generating
1926,0,notpassing
1927,0,notpassing
1928,28,notpassing
1929,36,notpassing
1930,0,notpassing
1931,0,notpassing
1933,0,notpassing
1934,0,notpassing
1935,15,notpassing
1937,10,notpassing
1938,0,notpassing
1939,89,generating
1941,82,generating
1942,0,notpassing
1944,0,notpassing
1946,0,notpassing
1950,90,generating
1951,0,notpassing
1952,0,notpassing
1953,92,generating
1955,0,notpassing
1956,64,generating
1957,4,notpassing
1958,16,notpassing
1959,70,generating
1960,27,notpassing
1961,0,notpassing
1963,0,notpassing
1965,11,notpassing
1966,0,notpassing
1967,0,notpassing
1968,2,notpassing
1969,24,notpassing
1970,59,notpassing
1971,23,notpassing
1972,64,generating
1973,26,notpassing
1974,2,notpassing
1975,99,generating
1976,10,notpassing
1977,0,notpassing
1980,0,notpassing
1982,0,notpassing
1983,0,notpassing
1984,0,notpassing
1986,0,notpassing
1987,98,generating
1988,0,notpassing
1989,92,generating
1990,86,generating
1991,77,generating
1993,15,notpassing
1994,0,notpassing
1997,0,notpassing
1998,0,notpassing
2000,15,notpassing
2001,0,notpassing
2002,87,generating
2003,50,notpassing
2005,0,notpassing
2008,24,notpassing
2011,0,notpassing
2012,94,generating
2013,4,notpassing
2016,80,generating
2017,0,notpassing
2019,0,notpassing
2020,0,notpassing
2021,92,generating
2022,0,notpassing
2023,55,notpassing
2029,0,notpassing
2030,95,generating
2031,99,generating
2032,0,notpassing
2033,0,notpassing
2034,34,notpassing
2035,0,notpassing
2036,0,notpassing
2037,42,notpassing
2039,96,generating
2040,0,notpassing
2041,14,notpassing
2042,90,generating
2045,81,generating
2046,2,notpassing
2048,0,notpassing
2050,45,notpassing
2051,92,generating
2053,0,notpassing
2054,0,notpassing
2056,4,notpassing
2057,94,generating
2058,0,notpassing
2060,0,notpassing
2061,0,notpassing
2062,16,notpassing
2066,0,notpassing
2067,0,notpassing
2069,0,notpassing
2070,64,generating
2073,0,notpassing
2074,92,generating
2075,0,notpassing
2076,0,notpassing
2077,93,generating
2078,0,notpassing
2080,0,notpassing
2081,22,notpassing
2082,7,notpassing
2084,0,notpassing
2089,86,generating
2090,0,notpassing
2091,90,generating
2093,3,notpassing
2094,0,notpassing
2096,0,notpassing
2097,92,generating
2100,0,notpassing
2101,94,generating
2105,0,notpassing
2106,3,notpassing
2109,0,notpassing
2110,0,notpassing
2115,0,notpassing
2116,91,generating
2117,0,notpassing
2118,0,notpassing
2120,0,notpassing
2122,77,generating
2123,0,notpassing
2124,0,notpassing
2125,91,generating
2126,26,notpassing
2127,10,notpassing
2128,91,generating
2129,69,generating
2130,0,notpassing
2131,0,notpassing
2134,0,notpassing
2140,62,generating
2141,0,notpassing
2142,0,notpassing
2148,80,generating
2151,0,notpassing
2153,0,notpassing
2154,96,generating
2155,94,generating
2156,3,notpassing
2157,3,notpassing
2159,0,notpassing
2161,31,notpassing
2163,0,notpassing
2168,80,generating
2169,0,notpassing
2171,20,notpassing
2173,24,notpassing
2176,22,notpassing
2178,0,notpassing
2180,3,notpassing
2181,0,notpassing
2184,0,notpassing
2185,78,generating
2191,82,generating
2193,0,notpassing
2195,76,generating
2197,0,notpassing
2198,0,notpassing
2199,0,notpassing
2202,0,notpassing
2204,0,notpassing
2208,0,notpassing
2210,0,notpassing
2211,0,notpassing
2212,94,generating
2213,86,generating
2215,0,notpassing
2217,0,notpassing
2223,0,notpassing
2227,0,notpassing
2233,95,generating
2234,0,notpassing
2235,0,notpassing
2236,76,generating
2237,99,generating
2239,77,generating
2240,0,notpassing
2242,0,notpassing
2243,0,notpassing
2244,42,notpassing
2245,0,notpassing
2246,95,generating
2247,1,notpassing
2248,91,generating
2249,90,generating
2250,0,notpassing
2252,69,generating
2253,79,generating
2254,0,notpassing
2255,0,notpassing
2256,96,generating
2257,0,notpassing
2258,0,notpassing
2259,0,notpassing
2261,88,generating
2262,17,notpassing
2263,6,notpassing
2265,0,notpassing
2268,0,notpassing
2270,0,notpassing
2272,0,notpassing
2273,0,notpassing
2274,0,notpassing
2275,0,notpassing
2276,0,notpassing
2278,0,notpassing
2280,4,notpassing
2282,95,generating
2283,0,notpassing
2285,3,notpassing
2287,0,notpassing
2291,0,notpassing
2296,0,notpassing
2298,0,notpassing
2299,0,notpassing
2301,0,notpassing
2305,5,notpassing
2307,73,generating
2308,0,notpassing
2312,0,notpassing
2314,0,notpassing
2318,25,notpassing
2320,3,notpassing
2322,100,generating
2323,0,notpassing
2325,0,notpassing
2326,75,generating
2327,0,notpassing
2328,0,notpassing
2329,15,notpassing
2330,13,notpassing
2331,0,notpassing
2334,8,notpassing
2339,87,generating
2340,1,notpassing
2341,76,generating
2344,2,notpassing
2347,0,notpassing
2348,3,notpassing
2350,7,notpassing
2354,0,notpassing
2355,88,generating
2356,98,generating
2357,0,notpassing
2359,86,generating
2361,7,notpassing
2362,64,generating
2364,95,generating
2366,80,generating
2368,0,notpassing
2373,13,notpassing
2378,3,notpassing
2380,0,notpassing
2383,0,notpassing
2391,35,notpassing
2393,92,generating
2394,0,notpassing
2396,5,notpassing
2399,98,generating
2400,0,notpassing
2403,0,notpassing
2404,0,notpassing
2405,0,notpassing
2406,0,notpassing
2408,7,notpassing
2409,0,notpassing
2413,97,generating
2414,71,generating
2415,0,notpassing
2416,0,notpassing
2417,73,generating
2418,0,notpassing
2419,0,notpassing
2423,0,notpassing
2424,6,notpassing
2426,0,notpassing
2427,0,notpassing
2428,50,notpassing
2429,0,notpassing
2431,0,notpassing
2436,0,notpassing
2437,46,notpassing
2440,0,notpassing
2447,0,notpassing
2448,0,notpassing
2452,0,notpassing
2453,97,generating
2455,0,notpassing
2456,89,generating
2458,0,notpassing
2459,64,generating
2462,0,notpassing
2464,88,generating
2466,0,notpassing
2467,20,notpassing
2468,50,notpassing
2470,0,notpassing
2471,1,notpassing
2473,92,generating
2476,92,generating
2477,0,notpassing
2480,1,notpassing
2481,94,generating
2484,0,notpassing
2491,3,notpassing
2492,95,generating
2495,0,notpassing
2497,90,generating
2499,0,notpassing
2503,0,notpassing
2505,0,notpassing
2509,10,notpassing
2512,0,notpassing
2516,4,notpassing
2518,8,notpassing
2519,21,notpassing
2520,92,generating
2523,0,notpassing
2524,95,generating
2525,0,notpassing
2529,78,generating
2532,16,notpassing
2535,26,notpassing
2536,0,notpassing
2537,96,generating
2538,15,notpassing
2539,0,notpassing
2545,90,generating
2546,93,generating
2548,57,notpassing
2549,0,notpassing
2550,0,notpassing
2551,81,generating
2553,61,generating
2554,12,notpassing
2555,0,notpassing
2558,15,notpassing
2559,0,notpassing
2561,89,generating
2562,96,generating
2567,89,generating
2569,89,generating
2570,0,notpassing
2571,0,notpassing
2572,0,notpassing
2573,88,generating
2575,0,notpassing
2580,0,notpassing
2586,38,notpassing
2588,78,generating
2590,94,generating
2594,12,notpassing
2601,97,generating
2604,62,generating
2607,0,notpassing
2608,3,notpassing
2609,7,notpassing
2610,0,notpassing
2612,0,notpassing
2614,0,notpassing
2615,0,notpassing
2616,80,generating
2617,72,generating
2619,3,notpassing
2620,11,notpassing
2623,89,generating
2626,90,generating
2627,1,notpassing
2629,3,notpassing
2633,92,generating
2641,0,notpassing
2642,0,notpassing
2647,0,notpassing
2652,98,generating
2653,0,notpassing
2655,0,notpassing
2656,99,generating
2657,80,generating
2658,0,notpassing
2659,0,notpassing
2661,0,notpassing
2663,0,notpassing
2665,0,notpassing
2666,3,notpassing
2668,77,generating
2670,0,notpassing
2672,0,notpassing
2673,0,notpassing
2676,84,generating
2680,3,notpassing
2681,64,generating
2684,90,generating
2685,11,notpassing
2687,0,notpassing
2688,6,notpassing
2689,0,notpassing
2691,94,generating
2692,99,generating
2693,6,notpassing
2694,0,notpassing
2695,88,generating
2696,0,notpassing
2699,90,generating
2700,84,generating
2703,0,notpassing
2710,0,notpassing
2719,0,notpassing
2720,0,notpassing
2723,0,notpassing
2725,0,notpassing
2729,36,notpassing
2730,4,notpassing
2731,82,generating
2732,0,notpassing
2734,27,notpassing
2735,0,notpassing
2736,3,notpassing
2737,0,notpassing
2739,0,notpassing
2742,26,notpassing
2748,86,generating
2757,88,generating
2758,7,notpassing
2764,0,notpassing
2766,8,notpassing
2767,0,notpassing
2768,60,generating
2776,1,notpassing
2777,0,notpassing
2779,72,generating
2780,0,notpassing
2782,0,notpassing
2784,89,generating
2785,0,notpassing
2794,0,notpassing
2802,0,notpassing
2804,0,notpassing
2809,81,generating
2814,8,notpassing
2817,92,generating
2823,0,notpassing
2825,0,notpassing
2834,0,notpassing
2836,5,notpassing
2837,16,notpassing
2840,0,notpassing
2841,93,generating
2842,73,generating
2843,88,generating
2844,59,notpassing
2852,0,notpassing
2853,84,generating
2854,17,notpassing
2857,1,notpassing
2864,96,generating
2867,40,notpassing
2868,5,notpassing
2870,0,notpassing
2876,0,notpassing
2880,5,notpassing
2882,0,notpassing
2884,3,notpassing
2887,0,notpassing
2890,0,notpassing
2891,0,notpassing
2892,0,notpassing
2893,0,notpassing
2896,18,notpassing
2897,12,notpassing
2899,89,generating
2900,0,notpassing
2902,0,notpassing
2906,90,generating
2907,83,generating
2908,98,generating
2909,0,notpassing
2910,0,notpassing
2911,0,notpassing
2912,61,generating
2914,0,notpassing
2917,12,notpassing
2920,0,notpassing
2921,81,generating
2922,98,generating
2924,0,notpassing
2927,0,notpassing
2929,8,notpassing
2931,0,notpassing
2933,6,notpassing
2934,92,generating
2935,9,notpassing
2937,0,notpassing
2938,14,notpassing
2943,47,notpassing
2948,19,notpassing
2950,65,generating
2954,82,generating
2955,77,generating
2956,86,generating
2957,0,notpassing
2958,14,notpassing
2959,0,notpassing
2961,0,notpassing
2962,0,notpassing
2964,0,notpassing
2965,0,notpassing
2967,8,notpassing
2977,0,notpassing
2978,0,notpassing
2979,83,generating
2981,0,notpassing
2984,0,notpassing
2986,0,notpassing
2988,91,generating
2990,97,generating
2991,88,generating
2992,15,notpassing
2993,0,notpassing
2995,25,notpassing
2996,0,notpassing
2999,26,notpassing
3001,0,notpassing
3002,96,generating
3004,13,notpassing
3005,0,notpassing
3006,7,notpassing
3011,1,notpassing
3014,0,notpassing
3016,0,notpassing
3022,4,notpassing
3023,0,notpassing
3026,0,notpassing
3028,0,notpassing
3029,70,generating
3039,18,notpassing
3050,61,generating
3051,8,notpassing
3052,94,generating
3055,98,generating
3061,0,notpassing
3065,0,notpassing
3066,0,notpassing
3068,88,generating
3069,3,notpassing
3078,14,notpassing
3082,0,notpassing
3087,62,generating
3093,7,notpassing
3097,8,notpassing
3099,13,notpassing
3101,0,notpassing
3104,0,notpassing
3106,0,notpassing
3107,0,notpassing
3109,5,notpassing
3112,0,notpassing
3117,97,generating
3118,4,notpassing
3123,1,notpassing
3124,0,notpassing
3125,90,generating
3126,97,generating
3132,0,notpassing
3133,97,generating
3137,0,notpassing
3138,95,generating
3139,38,notpassing
3140,0,notpassing
3142,0,notpassing
3144,77,generating
3147,0,notpassing
3148,0,notpassing
3153,0,notpassing
3155,85,generating
3159,0,notpassing
3160,85,generating
3162,11,notpassing
3164,0,notpassing
3166,5,notpassing
3171,79,generating
3173,0,notpassing
3179,0,notpassing
3181,0,notpassing
3183,0,notpassing
3184,0,notpassing
3187,3,notpassing
3191,74,generating
3192,0,notpassing
3193,0,notpassing
3194,0,notpassing
3195,0,notpassing
3197,1,notpassing
3198,95,generating
3199,0,notpassing
3200,0,notpassing
3202,4,notpassing
3204,0,notpassing
3206,89,generating
3211,57,notpassing
3214,0,notpassing
3216,0,notpassing
3217,0,notpassing
3219,0,notpassing
3223,76,generating
3226,0,notpassing
3228,88,generating
3229,23,notpassing
3230,0,notpassing
3231,0,notpassing
3233,96,generating
3235,0,notpassing
3236,0,notpassing
3237,50,notpassing
3239,62,generating
3246,98,generating
3249,0,notpassing
3250,3,notpassing
3254,0,notpassing
3256,0,notpassing
3257,11,notpassing
3260,38,notpassing
3265,49,notpassing
3266,0,notpassing
3268,1,notpassing
3269,10,notpassing
3270,16,notpassing
3272,47,notpassing
3276,0,notpassing
3282,27,notpassing
3285,88,generating
3287,4,notpassing
3288,83,generating
3289,94,generating
3291,0,notpassing
3294,0,notpassing
3295,72,generating
3298,45,notpassing
3305,3,notpassing
3306,0,notpassing
3307,91,generating
3309,7,notpassing
3310,0,notpassing
3311,0,notpassing
3314,3,notpassing
3315,0,notpassing
3316,96,generating
3317,26,notpassing
3322,0,notpassing
3326,0,notpassing
3330,1,notpassing
3331,87,generating
3332,0,notpassing
3341,1,notpassing
3343,100,generating
3348,0,notpassing
3353,0,notpassing
3354,96,generating
3357,24,notpassing
3359,90,generating
3360,0,notpassing
3361,0,notpassing
3370,20,notpassing
3381,0,notpassing
3382,4,notpassing
3385,0,notpassing
3386,0,notpassing
3393,0,notpassing
3396,5,notpassing
3397,14,notpassing
3401,4,notpassing
3402,0,notpassing
3403,0,notpassing
3404,3,notpassing
3405,0,notpassing
3406,77,generating
3408,92,generating
3410,0,notpassing
3411,0,notpassing
3415,0,notpassing
3420,0,notpassing
3421,5,notpassing
3424,4,notpassing
3426,0,notpassing
3428,0,notpassing
3429,0,notpassing
3431,0,notpassing
3435,72,generating
3438,94,generating
3448,20,notpassing
3450,0,notpassing
3452,3,notpassing
3453,0,notpassing
3457,0,notpassing
3459,0,notpassing
3460,0,notpassing
3462,0,notpassing
